index,singer_name,birth_year,death_year,carrer_start_year,career_end_year,gender,famous_songs,other_occupations,instruments_played,personal_life,career
96,Bathiya Jayakody,1976,,1998,2022,male,"Hini peththata, Sirisangabodi, Chandani payala, Kiri kodu, Paya ena sandawatha",,,"Bathiya Jayakody was born to a military family. His father was late Maj. Gen. Nihal Jayakody and mother Mohini Jayakody. His singing abilities come from his mother's side. His maternal grandmother Somi Singhika Basnayake who hailed from Hillwood College, Kandy, was in the college choir and his mother a classically trained pianist and a piano tutor. Bathiya started classical piano music from the age of seven and continued to excel in music throughout his school career. He started his education in Holloway Primary School in India and upon return in 1984, he entered Isipathana College, Colombo for a brief period. In 1988, he joined Ananda College, Colombo, where he later held the position of Deputy Head Prefect in 1995 and was decorated as a President Scout of the Scout Troop in 1994. After his secondary education at Ananda College, he completed his degree and obtained BSc (Hon) Business from the Manchester Metropolitan University, UK.","While studying western classical music privately, Bathiya was a member of the first Ananda College Senior Brass Band where he played the alto saxophone and occasionally filled in for the percussion section. He was also a pianist with the western music society. He was a founding member and a lead vocalist of the school band. Winning many awards at inter school competitions, Bathiya soon became a known figure in the school's music circuit as a college musician during the mid-90s. He later started learning the music technology with the Sri Lankan music artist Dilup Gabadamudalige. He also joined the Marry Anne Singers Colombo and studied opera, jazz and Broadway singing under the Mary Anne David School of Vocal Music. During the late 90s, Bathiya worked as a freelance vocalist singing for radio jingles and commercials together with Ranga Dassanayake. During this period, Bathiya Jayakody and Santhush Weeraman collaborated on a few projects, which led to the formation of BnS. He is one of the judges in The Voice Sri Lanka 2020."
97,Ajantha Peiris,,,,,male,"Baluwemi mathakayen obe ruwa, Numba Matama ridau tharam, Heena kade, Ganga numbata ma pem kala, Tharu diluna",,,"Ajantha peiris is a prominent vocalist and multy-instrumentalist in Sri Lanka. He is the son of late Don Vincent Peiris known as ""Vincent Master"" who was a prominent Sri Lankan vocalist, violinist and music composer in early days. He was born in Kandy. He obtained his first degree B.Sc from University of Ruhuna and M.Sc from University of Colombo. He is a member of British Computer Society and also a Member of Computer Society in Srilanka. He has worked as a Software engineer for ANCL and Commercial Bank of Srilanka, Senior Manager, AGM ( ICT) in Srilanka Insurance. Currently he is working as the General manger In Lanka Bell and Bell Solution, as a Director in Melstar Technology and Executive director in Bell Vantage.","He Studied Music from his father at the beginning and he was a student of Visarada Ginadasa master and Visarada Vineetha Pallavala in his childhood. He studied Prathamaa in Hindustan Music from Visarada Nirmala Ranathunga and Madhyama and Visharada from Sangeeth Nipun Prasantha Kuragama. Currently He is reading his visarada at Nawaara sangit vidyaalaya sri lanka (affiliated to bhathkhande sangit vidyapeet, lucknow India."
98,Ajith Ariyarathna,,,,,male,"Budun dawasa, Dayabara Nilu, Hadawathin, Hiruta hora, Maa gayana geethaye",,,,
99,Ajith Weerasinghe,,,,,male,,,,,
100,Amal Perera,,,,,male,"Adahannath ba, Arabumath mage yai kiya, Asipiya nohela ma diha, Pransa yuwathiyan ayaskanthiye",,,,
101,Amitha Wedisinghe,,,,,female,"Aadara charika, Ambiliyo, Anothaththa wila, Eka mohothak, Kanda udin",musician,,,
102,Ananda Weerasiri,,,,,male,,,,"In his career as a teacher, Mr. Ananda Weerasiri served in several leading schools in Sri Lanka and rose steadily through the ranks. Being a dedicated teacher and a strict disciplinarian, it was not surprising that several opportunities came his way to move on to administration or to take up higher positions as an educationist but he opted to be close to the pupil and counted a dedicated and unblemished service as a teacher up to his retirement.","Mr. Ananda Weerasiri is one of the most experienced and talented resource persons in oriental music in Sri Lanka today. In addition to being a beloved teacher of many students he is also respected as an affectionate mentor, having shared his wisdom to shape the career of many young musicians. After studying music at the Institute of Performing Arts, Mr. Ananda Weerasiri started his musical career as a school teacher in 1972. He was also a singer of exceptional aptitude and a gifted musician both of which were put to good use by many music directors. Mr. Ananda Weerasiri himself is a creative music director and composer. He has directed music for stage dramas and teledramas. Mr. Ananda Weerasiri is a founder director of ""Kalabhumi"" and in addition to being its longest serving resource person, is its mentor and counselor."
103,Anil Bharathi,,,,,male,"Ada wei iru dina, Seethala sanda eliye, Aawa soya soya, Rosi mage Rosi, Ayanu kiyala",,,,
104,Annesley Nanayakkara,,,,,male,"Adara duruthu mahe, Bedde gammedde, Lapalu latha mandapaye",musician,,,
105,Anton Silva,,,,,male,"Alakando, Ape Sopina, Cricket Pitiya, Punsada paya mage rata dilenna",musician,,,
106,Anura Senanayake,,,,,male,"Mage kirilli, Paaya ena sande, Sanda kinduru kinduriyan, Sudu rella, Kurulu podiththo",musician,,,
107,Asanka Priyamantha Peiris,,,,,male,"Ahasa udin udu guwanin, Andura iki bindina, Numbe sina, Sada nawath, Senehasakata aruthak",musician,,,
108,Athma Liyanage,,,,,male,"Bidee giya senehee, Epa kadulal, Hitha dura handa, Kadu pamula sita, Kandu athare",musician,,,
109,Athula Sri Gamage,,,,,male,"Aadare suwe, Awan hale ma, Beddapura, Ea sadaye oba ma, Kandulak dewannada",musician,,,
110,Bandula Wijeweera,,,,,male,"Kaliyuga kaleta, Mage sudu mamandita, Punchi kale api, Seeye seeye, Thaleta natanna hithila",musician,,,
111,C L Fonseka,,,,,male,"Desa pura, Jesuge amila le, Kandukare, Kekiri pelena hina, Sisil sulan","songwriter, music director, actor",,,"Veteran Singer, song writer, music director stage and tele drama actor C.L. Fonseka better known as 'Sonny' to his close friends was recognized with 'The Kala Bhushana' award for his outstanding services in the artistic field. C.L has been singing from the age of nine and went on to act on stage with personalities like the late 'Rukmani Devi' and later on in stage dramas such as 'Rankada' & 'Dhamini'. He also provided music for the Song of Moratuwa titled 'Siribara Moratu Game' the theme song of the Moratuwa Arts Forum. C.L had the distinction of working with great names such as Pandith W.D Amaradeva, Austin Munasinghe, Anura Mahanama, Sunil Shantha, Thissa Siri Perera and emerged as a graded radio singer in 1952 during the early Radio Ceylon days."
112,Chalaka Chamupathi Perera,,,,,male,"Atetaye una hati, Ran pokunen diya nagena enne, Oba tharamata ma nelawu",musician,,,
113,Champa Kalhari Jayasekera,1974,,,,female,"Sith sith sith, Siri deru heladiwa purathane, Punchi panchi nangiye, Pasal wiye eda, Me ra ma sitha",,,"Kalhari was born in Colombo, the daughter of a musician. She was educated in Visaka Vidyalaya, Colombo and studied music in India. She currently resides in Piliyandala.","At her selection test conducted by Radio Ceylon in 1980, she performed the song ""Sri Lanka Ma Prriyadara Jaya Bhoomi"" by Latha Mangeshkar. As a result she was offered a chance to appear on the children's radio programme Lama Pi?iya (""Children's Field""). She became popular singing Hindi songs. Her first album was called Sathire. She has released more than fifteen albums, most of them Hindi songs. She has performed as a playback singer in movies in the Sinhala language. She has produced a Sinhala CD with 16 songs. Kalhari produced a recording of Sinhalese songs in Hindi. With the permission of songwriters Gunadasa Kapuge, Dayaratne Ranatunga and Sanath Nandasiri, she sang their songs in Hindi. Kalhari has also worked as an actress and an announcer. She has acted in thirteen teledramas."
114,Chandani Hettiarachchi,,,,,female,"Lassana samanalayo, Let it end, Araliya mal, Aayachana pa, Aadaren detha lan wuna",musician,,,
115,Chandra Kanthi Munaweera,,,,,female,"Ma pem, Ath wahanaye, Awanhalak, Kandak pamula, Kiri daruwaku sea",,,,"Chandra Kanthi started her musical carrier at the age of 12 years with her brother Thilak Munaweera. He being a musician worked closely with Kanthi, and crafted her childhood. Her family was a great encouragement to her music life. Kanthi's love of singing initially was a form of release and relaxation but later she made it as her profession. Understanding her strong desire to be an artist her family helped her to finish her first album ""Samuganne Nehe"" in 1993 with Clerence Wijewardane and Keerthi Paskual. Second album ""Thal Weta iyne"" was released in 2012. Chandra Kanthi Munaweera possesses an inborn talent for singing. She is a full time musician and is also a music composer. She has made her mark in the musical industry for being a Singer who has a great 'feel' with regards to her musical capabilities and has mastered the talent for improvising to any style of music. She is a Grade 1 radio artist and the founder of the popular band 'MoonShines' which was formed in 1998. The Moonshines Live Band is a Full Time, Professional Live Band for Weddings, Home Parties, Office Parties and Corporate Dinner events. The MoonShines is the best to offer a comprehensive yet professional team of musicians in Sri Lanka. With exquisite arrangements of love songs and the right tunes custom made to order, MoonShines blends in perfectly on your once in a life time event, together with your love ones, family and friends who will cherish that special moment forever."
